ID,NAME,Current Patient Count,Previous Patient Count,Patient Count Difference,Patient Growth Percentage,Current Encounter Count,Previous Encounter Count,Encounter Count Difference,Encounter Growth Percentage,Current Interaction Count,Previous Interaction Count,Interaction Count Difference,Interaction Growth Percentage,Current Archived Call Attempts Count,Previous Archived Call Attempts Count,Archived Call Attempts Count Difference,Archived Call Attempts Growth Percentage,Current Patient Issue Count,Previous Patient Issue Count,Patient Issue Count Difference,Patient Issue Growth Percentage,Current Patient Events Count,Previous Patient Events Count,Patient Events Count Difference,Patient Events Growth Percentage,Current Unit Visits Count,Previous Unit Visits Count,Unit Visits Count Difference,Unit Visits Growth Percentage
56253f1361706f73e36c0700,Interfaith Medical Center,76003,55319,20684,37.39,170270,128766,41504,32.23,24227,23222,1005,4.33,0,0,0,,1637,1632,5,0.31,0,0,0,,279264,210482,68782,32.68
5628fda05241492dafde0600,Maryland Community Health System,145519,113633,31886,28.06,526889,443473,83416,18.81,148487,123010,25477,20.71,700758,529270,171488,32.4,79138,62979,16159,25.66,24064,0,24064,,547878,460754,87124,18.91
551424215241491cd50b0000,Baptist Health,133769,102845,30924,30.07,220334,174753,45581,26.08,70349,62817,7532,11.99,209729,200149,9580,4.79,9283,8783,500,5.69,0,0,0,,220692,175085,45607,26.05
56549db752414960e31e0200,Carle Foundation,307958,190084,117874,62.01,2044808,1653723,391085,23.65,201905,179310,22595,12.6,0,0,0,,974,888,86,9.68,3186,9,3177,35300.0,2427156,1942985,484171,24.92
52fe61815241497341ee0000,Decatur Morgan Hospital,156438,150743,5695,3.78,885870,872306,13564,1.55,198211,187500,10711,5.71,588871,569092,19779,3.48,19180,17842,1338,7.5,4603,8,4595,57437.5,919958,898288,21670,2.41
546e65f952414901d8b20200,UnityPoint Health,14128,12032,2096,17.42,36577,31815,4762,14.97,3254,2857,397,13.9,0,0,0,,71,70,1,1.43,0,0,0,,45567,39495,6072,15.37
54d2252752414932c1620000,Palmetto Health Tuomey,139476,93784,45692,48.72,801950,697861,104089,14.92,36295,32590,3705,11.37,89370,81476,7894,9.69,6979,6359,620,9.75,1613,0,1613,,805466,701691,103775,14.79
51ae3d85acc0db2995000002,SCL - Saint Joseph Hospital,230968,230967,1,0.0,856433,856433,0,0.0,252138,244624,7514,3.07,382075,382075,0,0.0,94178,94178,0,0.0,0,0,0,,1363003,1363003,0,0.0
5175a6c21b85b034fb000073,Franciscan Health System,1251723,854842,396881,46.43,9732341,7384446,2347895,31.8,1185965,910158,275807,30.3,1975468,1776799,198669,11.18,70396,57487,12909,22.46,60490,413,60077,14546.49,10898534,8382911,2515623,30.01
53765bdf5241492816090000,Guadalupe Regional Medical Center,78207,46734,31473,67.34,324215,187593,136622,72.83,189213,162218,26995,16.64,645682,523282,122400,23.39,9813,7644,2169,28.38,26031,0,26031,,402098,188789,213309,112.99
5175a0671b85b061b300006f,St. Mary's Medical Center,168897,137258,31639,23.05,550165,485074,65091,13.42,453008,391535,61473,15.7,1376818,1207796,169022,13.99,49692,42826,6866,16.03,37696,0,37696,,556928,491672,65256,13.27
55aef3d15241493cb2d40100,Wichita Falls GI Associates,35973,28999,6974,24.05,159372,159372,0,0.0,152419,142443,9976,7.0,388889,363852,25037,6.88,71036,69972,1064,1.52,3617,0,3617,,208174,208174,0,0.0
5175aa971b85b034fb00007c,St. Joseph's Hospital and Health Center,98775,81721,17054,20.87,176940,150915,26025,17.24,159446,136155,23291,17.11,373740,311894,61846,19.83,19854,16297,3557,21.83,17610,0,17610,,176943,150918,26025,17.24
55075e4e5241491dc95b0000,Peterson Regional Medical Center,100288,44232,56056,126.73,177680,129847,47833,36.84,122829,99976,22853,22.86,376524,282307,94217,33.37,10796,7870,2926,37.18,22147,0,22147,,226916,173905,53011,30.48
51c9ccbb677aff4218000528,Sentara Healthcare,1291374,1239215,52159,4.21,3329872,3246521,83351,2.57,1096466,1006143,90323,8.98,1874873,1558961,315912,20.26,242661,192893,49768,25.8,46836,0,46836,,8923851,8840683,83168,0.94
53d915aa61706f4842020000,United Regional Hospital,156110,117559,38551,32.79,652557,551596,100961,18.3,412386,360573,51813,14.37,1356341,1162692,193649,16.66,37046,32042,5004,15.62,37571,0,37571,,1304428,1155039,149389,12.93
520b9fed677aff2618000073,UCSF Medical Center,663189,381582,281607,73.8,3390526,2516386,874140,34.74,1140370,754593,385777,51.12,4150050,2411057,1738993,72.13,327475,157071,170404,108.49,472463,0,472463,,4469135,3472940,996195,28.68
517569541b85b034fb000003,Middlesex Hospital,183467,85143,98324,115.48,1756638,827547,929091,112.27,132333,112144,20189,18.0,283594,221293,62301,28.15,24909,19111,5798,30.34,13682,21,13661,65052.38,1909747,930688,979059,105.2
559d65e55241490d74ca0100,Mercy Health,226758,155712,71046,45.63,606497,431199,175298,40.65,452330,373435,78895,21.13,1484617,1100513,384104,34.9,43704,33633,10071,29.94,138435,789,137646,17445.63,607674,444265,163409,36.78
5175aab31b85b034fb00007e,Upstate University Hospital,138233,111564,26669,23.9,227221,187159,40062,21.41,172043,140761,31282,22.22,491188,402739,88449,21.96,24670,20066,4604,22.94,22567,0,22567,,227468,187321,40147,21.43
55940e9c5241495e497c0100,Oneida Health Care,69216,59297,9919,16.73,345400,323672,21728,6.71,90593,76318,14275,18.7,278899,229100,49799,21.74,6858,5344,1514,28.33,10477,0,10477,,347308,325582,21726,6.67
547d04ab5241493106670200,UCLA Medical Center,1233198,748123,485075,64.84,23542230,13372847,10169383,76.05,382030,333954,48076,14.4,577961,527425,50536,9.58,26272,21092,5180,24.56,31800,0,31800,,24714604,17645878,7068726,40.06
51acb77a677affadae000115,SCL - St. James Healthcare,10355,10355,0,0.0,16519,16519,0,0.0,15998,14815,1183,7.99,47026,47026,0,0.0,2056,2056,0,0.0,0,0,0,,16519,16519,0,0.0
51c7d099677affcc74000712,SCL - St. Mary's Medical Center,97616,97616,0,0.0,233975,233975,0,0.0,137311,133169,4142,3.11,358920,358920,0,0.0,11622,11622,0,0.0,0,0,0,,233976,233976,0,0.0
51c0c559677affbffc001ed2,Providence Health & Services,4867356,3151709,1715647,54.44,17621308,12756250,4865058,38.14,2741508,2170976,570532,26.28,489009,291832,197177,67.57,138782,70408,68374,97.11,106679,0,106679,,21873500,16124124,5749376,35.66
559d9b1452414928ff9d0000,University of Pennsylvania Health System,827248,55050,772198,1402.72,13191197,434241,12756956,2937.76,3747993,378700,3369293,889.7,8682592,867273,7815319,901.14,356792,23856,332936,1395.61,3280667,0,3280667,,38752654,609398,38143256,6259.17
562529d15241495c5e530000,Flagler Hospital,58613,43280,15333,35.43,104863,81331,23532,28.93,102239,85342,16897,19.8,47501,47501,0,0.0,11732,9063,2669,29.45,912,0,912,,233357,184431,48926,26.53
53dfa9af5241492480080000,UCSD Medical Center,200091,91377,108714,118.97,444625,221400,223225,100.82,132374,112390,19984,17.78,591667,312211,279456,89.51,90818,80326,10492,13.06,86573,0,86573,,478793,221402,257391,116.26
51af69c4acc0db6d5e000189,SCL - Good Samaritan Medical Center,124172,124172,0,0.0,263731,263731,0,0.0,83490,83448,42,0.05,5687,5687,0,0.0,31997,31997,0,0.0,0,0,0,,330497,330497,0,0.0
517801601b85b02a1e000003,Charleston Area Medical Center,162461,91937,70524,76.71,299179,183700,115479,62.86,317710,217290,100420,46.21,997112,725876,271236,37.37,77116,60040,17076,28.44,81172,0,81172,,305580,185968,119612,64.32
5175aa7e1b85b034fb00007a,Saint Francis Health- Tulsa,557776,448068,109708,24.48,1484368,1262991,221377,17.53,264993,232924,32069,13.77,729966,610259,119707,19.62,54001,45675,8326,18.23,28467,0,28467,,1488160,1263141,225019,17.81
55365e525241497d90580100,Baylor Scott & White Health,957170,832395,124775,14.99,2027907,1821979,205928,11.3,703790,595734,108056,18.14,2392121,2047117,345004,16.85,79874,70731,9143,12.93,53582,779,52803,6778.31,2113923,1907206,206717,10.84
5b856d97d27cbeda1d99f29c,Advocate Health Care,1608222,632703,975519,154.18,6254329,2596666,3657663,140.86,837502,432670,404832,93.57,0,0,0,,2485,1941,544,28.03,0,0,0,,5151167,2056240,3094927,150.51
5b8e90cdff16721fae082110,Tealwood Senior Living,1833,957,876,91.54,1934,997,937,93.98,1651,1588,63,3.97,4592,4592,0,0.0,467,467,0,0.0,0,0,0,,1989,1019,970,95.19
5b968f8dff16729f0fae928c,AnMed Health,207767,107488,100279,93.29,3164982,2620369,544613,20.78,67539,36536,31003,84.86,177233,99875,77358,77.45,28046,14581,13465,92.35,10369,47,10322,21961.7,3281163,2697550,583613,21.63
5b990c43ff16725e9ba7f3a7,Stanford Health Care,997389,298578,698811,234.05,9692765,4498886,5193879,115.45,156316,88998,67318,75.64,0,0,0,,1214,683,531,77.75,0,0,0,,10365129,5272132,5092997,96.6
5b9fd48cff167259c8ca8681,Hartford Healthcare,8918,2955,5963,201.79,11834,5283,6551,124.0,60865,23590,37275,158.01,155574,73065,82509,112.93,37799,17577,20222,115.05,8691,0,8691,,19534,10322,9212,89.25
5ba538c7ff1672c3f4d69fde,Care Gaps Disney,5,5,0,0.0,5,5,0,0.0,5,5,0,0.0,5,5,0,0.0,0,0,0,,0,0,0,,5,5,0,0.0
5bb3aadaff1672c192a61de9,UMass Memorial Medical Center,600482,183757,416725,226.78,6140760,3130716,3010044,96.15,52931,15930,37001,232.27,0,0,0,,1080,386,694,179.79,0,0,0,,6415155,3281535,3133620,95.49
5bd21c4b74410f37d4fcfc76,Good Samaritan Society,2332,1465,867,59.18,2362,1486,876,58.95,3491,2108,1383,65.61,12300,7778,4522,58.14,1156,616,540,87.66,977,0,977,,2362,1486,876,58.95
5bd8b72b74410f300b3459a9,CHI Mercy Medical,91432,24793,66639,268.78,765768,363104,402664,110.89,41554,24495,17059,69.64,40307,21072,19235,91.28,2340,1108,1232,111.19,5074,0,5074,,830863,428173,402690,94.05
5bff0048d27cbe269edde145,Health First,313845,117934,195911,166.12,1499223,737856,761367,103.19,426151,116101,310050,267.05,0,0,0,,463,438,25,5.71,0,0,0,,2201637,1106846,1094791,98.91
5c113c1974410fc8443478d8,Riverside University Health System,493859,92222,401637,435.51,1744768,490442,1254326,255.75,57636,324,57312,17688.89,122840,0,122840,,2321,15,2306,15373.33,56176,0,56176,,1837007,534567,1302440,243.64
5c19524a74410ff8d71d9752,Community Hospital,144573,84149,60424,71.81,703252,523740,179512,34.28,31335,25881,5454,21.07,79,79,0,0.0,485,449,36,8.02,0,0,0,,854950,657162,197788,30.1
5c5db16eff16727387d03f13,Aurora at Home,89496,31796,57700,181.47,110017,6105,103912,1702.08,373881,109821,264060,240.45,956628,260468,696160,267.27,48266,17119,31147,181.94,16036,96,15940,16604.17,128118,60815,67303,110.67
5c6f8101ff167233097621ec,SightMD,297204,250168,47036,18.8,661741,587434,74307,12.65,716744,658034,58710,8.92,1368678,1292936,75742,5.86,72472,60861,11611,19.08,0,0,0,,662362,592094,70268,11.87
5c86821774410faa476d70ce,North Mississippi Health System,71288,28079,43209,153.88,151633,58091,93542,161.03,149807,66458,83349,125.42,450554,211675,238879,112.85,24411,7796,16615,213.12,53992,0,53992,,151633,66719,84914,127.27
5c8bffe374410f54b353c239,Jupiter Medical Center,127201,35430,91771,259.02,382029,142078,239951,168.89,29698,13610,16088,118.21,0,0,0,,355,294,61,20.75,14,2,12,600.0,640023,251325,388698,154.66
5c923f12d27cbe7b9a209c1b,United Health Services,77344,34502,42842,124.17,175391,86120,89271,103.66,802,773,29,3.75,0,0,0,,24,25,-1,-4.0,0,0,0,,230385,124460,105925,85.11
5ca64c89d27cbef492462703,MultiCare Health System,544172,101147,443025,438.0,1357731,581306,776425,133.57,656977,121738,535239,439.66,501818,0,501818,,11654,1033,10621,1028.17,171395,0,171395,,1942167,921764,1020403,110.7
5cae1530ff1672f96aa895a0,Management Solutions,4612,3213,1399,43.54,9408,6406,3002,46.86,2775,830,1945,234.34,9146,3006,6140,204.26,2092,534,1558,291.76,1472,4,1468,36700.0,9791,6937,2854,41.14
5cc71131ff167294e9961eed,Buckeye Home Health,752,0,752,,817,0,817,,1779,0,1779,,3793,0,3793,,222,0,222,,25,0,25,,815,0,815,
